epoch,train_forget_acc,test_poison_acc,test_clean_acc,lr,epoch_time
-1,1.0,0.2518,0.9788,0.0,0.0
0,0.5102,1.0,0.9753,0.0009045084971874737,81.82
1,0.3469,1.0,0.9766,0.0006545084971874737,83.89
2,0.398,1.0,0.977,0.00034549150281252633,83.36
3,0.4388,1.0,0.9801,9.549150281252633e-05,84.51
4,0.4082,1.0,0.9793,0.0,83.5
