epoch,train_forget_acc,test_poison_acc,test_clean_acc,lr,epoch_time
-1,1.0,0.0776,0.9404,0.0,0.0
0,0.0,1.0,0.8738,0.018090169943749474,77.05
1,0.0,1.0,0.8561,0.013090169943749473,75.85
2,0.0,1.0,0.8932,0.0069098300562505256,77.59
3,0.0,1.0,0.9199,0.0019098300562505263,75.02
4,0.0,1.0,0.9316,0.0,75.96
