epoch,batch,total_loss,retain_ce,forget_ce,forget_reg_data_kl,forget_reg_label_kl,lr
0,0,-3.6958,0.0000,3.6958,5.7423,0.2074,0.010000
1,0,55.1341,0.0000,3.8221,5.7850,0.1107,0.009045
2,0,63.8922,0.0000,4.3208,6.5903,0.2310,0.006545
3,0,53.4282,0.0000,4.5734,5.6964,0.1038,0.003455
4,0,54.7180,0.0000,3.1748,5.5693,0.2200,0.000955
