epoch,train_forget_acc,test_poison_acc,test_clean_acc,lr,epoch_time
0,0.965,0.4214,0.9363,0.0009045084971874737,71.76
1,0.0,0.9999,0.9272,0.0006545084971874737,73.19
2,0.0,0.9998,0.9225,0.00034549150281252633,81.63
3,0.0,1.0,0.9263,9.549150281252633e-05,73.09
4,0.0,1.0,0.9251,0.0,73.21
