epoch,train_forget_acc,test_poison_acc,test_clean_acc,lr,epoch_time
-1,1.0,0.0178,0.9351,0.0,0.0
0,0.8,0.6444,0.9319,0.01,14.71
1,0.24,0.9188,0.9226,0.01,14.2
2,0.14,0.9484,0.9111,0.01,14.24
3,0.08,0.9442,0.889,0.01,14.16
4,0.08,0.9261,0.8634,0.01,14.18
