epoch,train_forget_acc,test_poison_acc,test_clean_acc,lr,epoch_time
-1,1.0,0.0178,0.9351,0.0,0.0
0,0.78,0.6553,0.9317,0.009045084971874737,23.46
1,0.26,0.9222,0.9247,0.0065450849718747366,17.88
2,0.16,0.9576,0.9128,0.0034549150281252628,17.42
3,0.1,0.9611,0.8988,0.0009549150281252632,17.58
4,0.16,0.9486,0.8803,0.0,17.62
