epoch,train_forget_acc,test_poison_acc,test_clean_acc,lr,epoch_time
0,0.0,0.9992,0.8657,0.0009045084971874737,71.95
1,0.002,0.9993,0.8617,0.0006545084971874737,77.89
2,0.0,0.9988,0.8488,0.00034549150281252633,69.04
3,0.0,0.9997,0.8382,9.549150281252633e-05,67.62
4,0.0,0.9992,0.8403,0.0,67.5
