epoch,batch,total_loss,retain_ce,forget_ce,forget_reg_data_kl,forget_reg_label_kl,lr
0,0,-0.0186,0.0000,0.0186,10.3171,0.0786,0.005000
1,0,98.4990,0.0000,0.1485,9.8440,0.0207,0.004523
2,0,90.1551,0.0000,0.4339,8.9883,0.0706,0.003273
3,0,83.2923,0.0000,1.2741,8.0919,0.3648,0.001727
4,0,79.6997,0.0000,1.0134,7.8201,0.2512,0.000477
