epoch,batch,total_loss,retain_ce,forget_ce,forget_reg_data_kl,forget_reg_label_kl,lr
0,0,0.0019,0.0019,0.0000,0.0000,0.0000,0.005000
0,100,0.0319,0.0319,0.0000,0.0000,0.0000,0.005000
0,200,0.0127,0.0127,0.0000,0.0000,0.0000,0.005000
0,300,0.0097,0.0097,0.0000,0.0000,0.0000,0.005000
1,0,0.0193,0.0193,0.0000,0.0000,0.0000,0.004878
1,100,22.3026,0.0778,0.3851,1.1219,1.1006,0.004878
1,200,0.0341,0.0341,0.0000,0.0000,0.0000,0.004878
1,300,0.4366,0.0294,2.0352,0.0204,0.0204,0.004878
2,0,26.6219,0.0783,0.7078,2.0854,0.5690,0.004523
2,100,0.1186,0.1186,0.0000,0.0000,0.0000,0.004523
2,200,71.1844,0.0298,0.0054,4.8560,2.2594,0.004523
2,300,34.5150,0.0244,1.0978,2.8144,0.6346,0.004523
3,0,0.0399,0.0399,0.0000,0.0000,0.0000,0.003969
3,100,0.0591,0.0591,0.0000,0.0000,0.0000,0.003969
3,200,0.0187,0.0187,0.0000,0.0000,0.0000,0.003969
3,300,0.0305,0.0305,0.0000,0.0000,0.0000,0.003969
4,0,0.0382,0.0382,0.0000,0.0000,0.0000,0.003273
4,100,0.0325,0.0325,0.0000,0.0000,0.0000,0.003273
4,200,0.0162,0.0162,0.0000,0.0000,0.0000,0.003273
4,300,0.0100,0.0100,0.0000,0.0000,0.0000,0.003273
5,0,0.0411,0.0317,2.3482,0.0005,0.0005,0.002500
5,100,0.0333,0.0333,0.0000,0.0000,0.0000,0.002500
5,200,0.0481,0.0481,0.0000,0.0000,0.0000,0.002500
5,300,67.3567,0.0118,0.0057,4.4784,2.2561,0.002500
6,0,0.0532,0.0532,0.0000,0.0000,0.0000,0.001727
6,100,0.0165,0.0165,0.0000,0.0000,0.0000,0.001727
6,200,103.8313,0.0131,0.0002,8.0814,2.3005,0.001727
6,300,47.0948,0.0099,1.1492,4.0825,0.6260,0.001727
7,0,0.0603,0.0603,0.0000,0.0000,0.0000,0.001031
7,100,0.0265,0.0265,0.0000,0.0000,0.0000,0.001031
7,200,0.0187,0.0187,0.0000,0.0000,0.0000,0.001031
7,300,0.0185,0.0185,0.0000,0.0000,0.0000,0.001031
8,0,0.0171,0.0171,0.0000,0.0000,0.0000,0.000477
8,100,0.0111,0.0111,0.0000,0.0000,0.0000,0.000477
8,200,62.4580,0.0254,0.0151,4.0445,2.1987,0.000477
8,300,0.0121,0.0121,0.0000,0.0000,0.0000,0.000477
9,0,0.0163,0.0150,2.3208,0.0001,0.0001,0.000122
9,100,0.0347,0.0347,0.0000,0.0000,0.0000,0.000122
9,200,0.0104,0.0104,0.0000,0.0000,0.0000,0.000122
9,300,0.0244,0.0244,0.0000,0.0000,0.0000,0.000122
