epoch,train_forget_acc,test_poison_acc,test_clean_acc,lr,epoch_time
-1,1.0,0.2569,0.9026,0.0,0.0
0,0.555,0.9946,0.901,0.0009045084971874737,62.62
1,0.39,1.0,0.8962,0.0006545084971874737,63.45
2,0.4,1.0,0.8926,0.00034549150281252633,63.88
3,0.405,1.0,0.8899,9.549150281252633e-05,63.45
4,0.43,1.0,0.8891,0.0,63.86
